Date,Type,Category,Amount
2025-06-04,Sale,Others,51.77
2025-06-04,Sale,Others,109.14
2025-06-04,Sale,Others,261.3
2025-06-04,Sale,Others,54.46
2025-06-05,Sale,Others,50.43
2025-06-05,Sale,Others,50.31
2025-06-05,Sale,Others,397.04
2025-06-05,Sale,Others,50.23
2025-06-05,Sale,Others,451.26
2025-06-05,Sale,Others,111.04
2025-06-06,Sale,Others,162.21
2025-06-06,Sale,Others,223.44
2025-06-07,Sale,Others,395.22
2025-06-07,Expense,Salaries,5062.09
2025-06-07,Sale,Others,305.16
2025-06-07,Sale,Others,253.95
2025-06-08,Sale,Others,394.52
2025-06-08,Sale,Others,562.9
2025-06-08,Sale,Others,272.45
2025-06-08,Sale,Others,112.26
2025-06-09,Sale,Others,521.1
2025-06-09,Sale,Others,213.36
2025-06-09,Sale,Others,473.76
2025-06-09,Sale,Others,470.07
2025-06-09,Sale,Others,465.57
2025-06-10,Sale,Others,422.96
2025-06-10,Sale,Others,401.28
2025-06-10,Sale,Others,397.11
2025-06-10,Sale,Others,54.41
2025-06-11,Expense,Salaries,5323.32
2025-06-11,Sale,Others,252.8
2025-06-11,Sale,Others,213.8
2025-06-12,Sale,Others,523.9
2025-06-12,Sale,Others,266.8
2025-06-12,Sale,Others,221.2
2025-06-12,Sale,Others,548.1
2025-06-12,Expense,Supplies,566.72
2025-06-13,Sale,Others,342.12
2025-06-13,Sale,Others,52.99
2025-06-13,Expense,Marketing,381.0
2025-06-13,Sale,Others,226.52
2025-06-13,Expense,Maintenance,90.81
2025-06-14,Sale,Others,207.36
2025-06-14,Sale,Others,395.22
2025-06-14,Sale,Others,508.86
2025-06-14,Sale,Others,166.62
2025-06-15,Sale,Others,257.45
2025-06-15,Sale,Others,475.65
2025-06-15,Sale,Others,54.19
2025-06-15,Sale,Others,216.16
2025-06-15,Sale,Others,218.76
2025-06-16,Sale,Others,332.52
2025-06-16,Expense,Others,194.84
2025-06-16,Sale,Others,162.42
2025-06-16,Sale,Others,510.0
2025-06-16,Sale,Others,162.39
2025-06-17,Expense,Taxes,264.49
2025-06-17,Sale,Others,332.4
2025-06-17,Expense,Supplies,616.15
2025-06-17,Sale,Others,415.44
2025-06-17,Expense,Rent,2952.02
2025-06-17,Sale,Others,481.86
2025-06-17,Sale,Others,479.97
2025-06-18,Sale,Others,493.38
2025-06-18,Sale,Others,406.72
2025-06-18,Sale,Others,50.47
2025-06-18,Sale,Others,56.1
2025-06-19,Expense,Maintenance,128.25
2025-06-19,Sale,Others,283.35
2025-06-19,Sale,Others,204.28
2025-06-19,Expense,Salaries,5254.5
2025-06-19,Sale,Others,52.28
2025-06-19,Sale,Others,387.31
2025-06-19,Sale,Others,368.55
2025-06-19,Sale,Others,150.78
2025-06-20,Sale,Others,217.2
2025-06-20,Sale,Others,284.55
2025-06-20,Sale,Others,215.36
2025-06-21,Sale,Others,532.8
2025-06-21,Sale,Others,507.96
2025-06-21,Sale,Others,56.85
2025-06-21,Sale,Others,56.68
2025-06-21,Sale,Others,491.4
2025-06-22,Expense,Supplies,168.71
2025-06-22,Sale,Others,171.63
2025-06-22,Sale,Others,327.3
2025-06-22,Sale,Others,334.8
2025-06-22,Sale,Others,157.83
2025-06-22,Sale,Others,496.17
2025-06-23,Sale,Others,54.95
2025-06-23,Sale,Others,397.32
2025-06-23,Sale,Others,479.52
2025-06-23,Sale,Others,481.95
2025-06-23,Sale,Others,278.45
2025-06-23,Sale,Others,456.12
2025-06-23,Sale,Others,56.41
2025-06-23,Sale,Others,423.12
2025-06-23,Sale,Others,151.41
2025-06-23,Sale,Others,432.8
2025-06-23,Sale,Others,165.96
2025-06-24,Sale,Others,215.08
2025-06-24,Sale,Others,157.41
2025-06-25,Sale,Others,57.4
2025-06-25,Expense,Others,157.1
2025-06-25,Sale,Others,55.6
2025-06-26,Sale,Others,320.94
2025-06-26,Sale,Others,211.04
2025-06-26,Sale,Others,412.88
2025-06-26,Sale,Others,500.04
2025-06-26,Sale,Others,200.68
2025-06-26,Sale,Others,261.35
2025-06-27,Sale,Others,326.04
2025-06-27,Sale,Others,151.08
2025-06-27,Sale,Others,263.2
2025-06-27,Sale,Others,322.02
2025-06-28,Sale,Others,285.4
2025-06-28,Sale,Others,453.96
2025-06-28,Sale,Others,159.39
2025-06-28,Sale,Others,219.68
2025-06-28,Sale,Others,565.2
2025-06-29,Sale,Others,512.28
2025-06-29,Sale,Others,56.2
2025-06-29,Expense,Salaries,5156.55
2025-06-29,Sale,Others,552.4
2025-06-29,Sale,Others,458.48
2025-06-30,Sale,Others,538.6
2025-06-30,Sale,Others,55.5
2025-06-30,Sale,Others,113.98
2025-06-30,Expense,Taxes,186.37
2025-06-30,Sale,Others,460.17
2025-06-30,Expense,Utilities,406.64
2025-06-30,Sale,Others,169.05
2025-07-01,Sale,Others,402.29
2025-07-01,Sale,Others,271.3
2025-07-01,Sale,Others,500.94
2025-07-01,Sale,Others,343.74
2025-07-01,Sale,Others,171.0
2025-07-01,Sale,Others,572.7
2025-07-01,Expense,Others,58.61
2025-07-02,Sale,Others,221.52
2025-07-02,Sale,Others,157.62
2025-07-02,Sale,Others,274.05
2025-07-03,Sale,Others,321.54
2025-07-03,Sale,Others,254.85
2025-07-03,Sale,Others,560.2
2025-07-03,Sale,Others,422.24
2025-07-03,Sale,Others,392.56
2025-07-04,Sale,Others,448.24
2025-07-04,Sale,Others,390.11
2025-07-04,Sale,Others,302.82
2025-07-04,Sale,Others,508.23
2025-07-04,Sale,Others,168.48
2025-07-04,Sale,Others,512.37
2025-07-04,Sale,Others,555.6
2025-07-04,Sale,Others,416.64
2025-07-04,Sale,Others,306.84
2025-07-05,Sale,Others,339.36
2025-07-05,Sale,Others,564.4
2025-07-05,Expense,Rent,2527.39
2025-07-05,Expense,Salaries,5262.12
2025-07-05,Sale,Others,56.38
2025-07-05,Expense,Maintenance,215.28
2025-07-06,Sale,Others,101.74
2025-07-06,Sale,Others,352.38
2025-07-06,Sale,Others,410.08
2025-07-06,Sale,Others,107.86
2025-07-06,Sale,Others,342.24
2025-07-06,Sale,Others,267.6
2025-07-06,Sale,Others,416.08
2025-07-07,Sale,Others,565.0
2025-07-07,Expense,Insurance,263.11
2025-07-08,Sale,Others,454.88
2025-07-09,Expense,Marketing,524.9
2025-07-09,Sale,Others,516.69
2025-07-09,Sale,Others,416.0
2025-07-10,Sale,Others,457.2
2025-07-11,Sale,Others,170.31
2025-07-11,Sale,Others,514.8
2025-07-11,Sale,Others,399.42
2025-07-11,Sale,Others,157.32
2025-07-11,Sale,Others,201.44
2025-07-12,Sale,Others,207.08
2025-07-12,Sale,Others,218.72
2025-07-12,Sale,Others,154.08
2025-07-12,Sale,Others,201.28
2025-07-13,Sale,Others,516.1
2025-07-13,Sale,Others,168.33
2025-07-13,Sale,Others,152.4
2025-07-14,Sale,Others,281.2
2025-07-14,Expense,Supplies,256.31
2025-07-14,Sale,Others,165.57
2025-07-14,Sale,Others,475.29
2025-07-14,Sale,Others,473.85
2025-07-15,Sale,Others,205.28
2025-07-15,Sale,Others,323.16
2025-07-15,Sale,Others,106.76
2025-07-15,Sale,Others,343.56
2025-07-16,Sale,Others,302.34
2025-07-16,Sale,Others,437.52
2025-07-16,Sale,Others,52.77
2025-07-16,Sale,Others,502.7
2025-07-16,Sale,Others,55.12
2025-07-16,Sale,Others,209.88
2025-07-17,Sale,Others,465.39
2025-07-17,Sale,Others,409.36
2025-07-17,Sale,Others,100.72
2025-07-17,Sale,Others,152.04
2025-07-17,Sale,Others,214.72
2025-07-17,Sale,Others,168.84
2025-07-17,Sale,Others,456.96
2025-07-18,Sale,Others,106.92
2025-07-18,Sale,Others,50.57
2025-07-18,Sale,Others,310.02
2025-07-18,Sale,Others,548.5
2025-07-18,Sale,Others,361.2
2025-07-19,Sale,Others,56.55
2025-07-19,Expense,Maintenance,295.2
2025-07-20,Sale,Others,51.7
2025-07-20,Sale,Others,209.64
2025-07-20,Sale,Others,212.76
2025-07-20,Sale,Others,51.26
2025-07-20,Sale,Others,569.3
2025-07-21,Expense,Salaries,4574.94
2025-07-21,Sale,Others,171.6
2025-07-21,Sale,Others,313.38
2025-07-21,Sale,Others,54.79
2025-07-21,Sale,Others,105.08
2025-07-21,Sale,Others,220.76
2025-07-22,Sale,Others,52.77
2025-07-22,Sale,Others,161.97
2025-07-22,Sale,Others,55.93
2025-07-22,Sale,Others,300.48
2025-07-22,Sale,Others,250.1
2025-07-22,Sale,Others,274.75
2025-07-22,Expense,Insurance,210.76
2025-07-23,Sale,Others,454.5
2025-07-23,Sale,Others,206.6
2025-07-23,Sale,Others,51.54
2025-07-24,Sale,Others,438.32
2025-07-24,Sale,Others,53.79
2025-07-24,Sale,Others,530.4
2025-07-24,Sale,Others,283.85
2025-07-24,Sale,Others,282.6
2025-07-25,Sale,Others,504.81
2025-07-26,Sale,Others,280.4
2025-07-26,Expense,Rent,2800.35
2025-07-26,Sale,Others,110.9
2025-07-26,Sale,Others,277.85
2025-07-27,Sale,Others,376.25
2025-07-27,Sale,Others,105.32
2025-07-28,Sale,Others,370.44
2025-07-28,Sale,Others,210.32
2025-07-28,Sale,Others,206.12
2025-07-28,Sale,Others,459.04
2025-07-28,Sale,Others,464.22
2025-07-29,Sale,Others,310.92
2025-07-29,Sale,Others,559.0
2025-07-29,Sale,Others,158.88
2025-07-29,Sale,Others,407.04
2025-07-29,Expense,Salaries,5070.2
2025-07-29,Sale,Others,114.44
2025-07-29,Sale,Others,464.4
2025-07-30,Sale,Others,441.6
2025-07-30,Sale,Others,525.7
2025-07-30,Sale,Others,402.64
2025-07-30,Sale,Others,202.8
2025-07-30,Sale,Others,320.7
2025-07-31,Sale,Others,568.9
2025-07-31,Sale,Others,556.0
2025-07-31,Sale,Others,210.48
2025-07-31,Sale,Others,228.44
2025-07-31,Expense,Rent,2677.61
2025-07-31,Sale,Others,382.41
2025-07-31,Sale,Others,171.66
2025-07-31,Sale,Others,55.65
2025-07-31,Sale,Others,486.72
2025-07-31,Sale,Others,471.96
2025-07-31,Sale,Others,282.0
2025-07-31,Sale,Others,167.13
2025-07-31,Sale,Others,566.5
2025-07-31,Sale,Others,108.76
2025-07-31,Sale,Others,506.6
2025-08-01,Sale,Others,501.8
2025-08-01,Sale,Others,353.64
2025-08-01,Sale,Others,251.9
2025-08-01,Sale,Others,539.9
2025-08-01,Sale,Others,359.59
2025-08-01,Sale,Others,474.75
2025-08-01,Sale,Others,533.0
2025-08-01,Sale,Others,337.32
2025-08-02,Sale,Others,371.07
2025-08-02,Sale,Others,400.12
2025-08-02,Sale,Others,212.6
2025-08-02,Expense,Salaries,4162.34
2025-08-02,Sale,Others,255.85
2025-08-03,Sale,Others,105.66
2025-08-03,Sale,Others,275.05
2025-08-03,Sale,Others,284.9
2025-08-04,Sale,Others,104.86
2025-08-04,Sale,Others,101.7
2025-08-04,Sale,Others,481.5
2025-08-04,Sale,Others,111.82
2025-08-04,Sale,Others,425.2
2025-08-04,Sale,Others,205.04
2025-08-05,Sale,Others,206.12
2025-08-05,Expense,Marketing,833.69
2025-08-05,Sale,Others,393.33
2025-08-06,Sale,Others,364.21
2025-08-06,Sale,Others,267.35
2025-08-06,Sale,Others,475.47
2025-08-06,Sale,Others,403.92
2025-08-06,Sale,Others,200.04
2025-08-06,Sale,Others,303.42
2025-08-07,Sale,Others,433.84
2025-08-07,Sale,Others,108.2
2025-08-07,Sale,Others,309.36
2025-08-07,Expense,Others,175.85
2025-08-07,Sale,Others,283.2
2025-08-07,Sale,Others,109.14
2025-08-07,Sale,Others,440.16
2025-08-07,Sale,Others,416.64
2025-08-08,Sale,Others,452.56
2025-08-08,Sale,Others,301.98
2025-08-08,Sale,Others,571.6
2025-08-08,Expense,Utilities,452.98
2025-08-08,Sale,Others,408.64
2025-08-08,Sale,Others,151.05
2025-08-09,Sale,Others,462.15
2025-08-09,Sale,Others,394.73
2025-08-10,Sale,Others,479.61
2025-08-10,Sale,Others,362.32
2025-08-10,Sale,Others,56.1
2025-08-10,Sale,Others,460.44
2025-08-10,Sale,Others,152.7
2025-08-10,Sale,Others,111.72
2025-08-10,Sale,Others,553.2
2025-08-10,Sale,Others,51.57
2025-08-10,Sale,Others,568.8
2025-08-11,Sale,Others,428.16
2025-08-11,Sale,Others,262.1
2025-08-11,Sale,Others,458.37
2025-08-11,Sale,Others,223.24
2025-08-11,Sale,Others,52.95
2025-08-12,Sale,Others,525.3
2025-08-12,Sale,Others,522.6
2025-08-12,Sale,Others,151.62
2025-08-12,Sale,Others,331.08
2025-08-12,Sale,Others,503.3
2025-08-13,Sale,Others,208.24
2025-08-13,Sale,Others,57.17
2025-08-13,Sale,Others,268.65
2025-08-14,Sale,Others,510.4
2025-08-15,Sale,Others,267.8
2025-08-15,Sale,Others,567.3
2025-08-15,Sale,Others,357.77
2025-08-15,Sale,Others,158.07
2025-08-15,Sale,Others,518.4
2025-08-15,Sale,Others,159.84
2025-08-16,Sale,Others,385.42
2025-08-16,Sale,Others,534.9
2025-08-17,Sale,Others,463.14
2025-08-17,Sale,Others,478.44
2025-08-18,Sale,Others,200.8
2025-08-18,Sale,Others,286.0
2025-08-18,Sale,Others,50.45
2025-08-18,Sale,Others,425.76
2025-08-18,Sale,Others,168.39
2025-08-18,Sale,Others,208.52
2025-08-19,Expense,Others,113.03
2025-08-19,Expense,Insurance,212.34
2025-08-19,Expense,Maintenance,50.09
2025-08-19,Sale,Others,151.62
2025-08-19,Expense,Supplies,740.16
2025-08-19,Sale,Others,337.56
2025-08-20,Sale,Others,216.4
2025-08-20,Sale,Others,272.5
2025-08-20,Expense,Marketing,874.89
2025-08-20,Sale,Others,334.98
2025-08-20,Sale,Others,273.05
2025-08-20,Expense,Rent,2782.45
2025-08-21,Sale,Others,401.2
2025-08-21,Sale,Others,458.19
2025-08-21,Sale,Others,266.95
2025-08-21,Sale,Others,379.47
2025-08-21,Sale,Others,286.2
2025-08-21,Sale,Others,286.65
2025-08-22,Sale,Others,513.54
2025-08-22,Sale,Others,56.15
2025-08-22,Sale,Others,54.5
2025-08-22,Expense,Utilities,576.35
2025-08-22,Sale,Others,305.88
2025-08-22,Sale,Others,56.33
2025-08-22,Sale,Others,264.75
2025-08-22,Sale,Others,511.7
2025-08-23,Sale,Others,252.05
2025-08-23,Sale,Others,207.2
2025-08-24,Sale,Others,55.3
2025-08-24,Sale,Others,553.4
2025-08-24,Sale,Others,256.4
2025-08-24,Sale,Others,261.2
2025-08-25,Sale,Others,451.35
2025-08-25,Sale,Others,454.56
2025-08-25,Sale,Others,432.24
2025-08-26,Sale,Others,265.4
2025-08-26,Sale,Others,53.26
2025-08-26,Expense,Insurance,276.33
2025-08-26,Sale,Others,251.65
2025-08-26,Sale,Others,486.99
2025-08-27,Sale,Others,222.2
2025-08-27,Sale,Others,392.84
2025-08-27,Sale,Others,282.1
2025-08-27,Sale,Others,271.35
2025-08-27,Sale,Others,280.5
2025-08-27,Sale,Others,463.59
2025-08-28,Sale,Others,165.84
2025-08-28,Sale,Others,499.14
2025-08-28,Sale,Others,102.26
2025-08-28,Sale,Others,214.72
2025-08-28,Sale,Others,356.44
2025-08-29,Sale,Others,424.8
2025-08-29,Sale,Others,454.88
2025-08-30,Sale,Others,365.89
2025-08-30,Sale,Others,273.8
2025-08-30,Sale,Others,287.4
2025-08-30,Sale,Others,456.12
2025-08-30,Sale,Others,53.72
2025-08-30,Sale,Others,562.9
2025-08-30,Sale,Others,154.89
2025-08-31,Sale,Others,284.85
2025-08-31,Sale,Others,104.12
2025-08-31,Sale,Others,268.65
2025-08-31,Sale,Others,207.68
2025-09-01,Sale,Others,323.22
2025-09-01,Sale,Others,454.96
2025-09-01,Sale,Others,523.4
2025-09-01,Sale,Others,470.79
2025-09-01,Sale,Others,221.88
2025-09-02,Sale,Others,362.04
2025-09-02,Sale,Others,322.02
2025-09-02,Sale,Others,379.61
2025-09-02,Expense,Marketing,389.63
2025-09-02,Sale,Others,552.4
2025-09-02,Sale,Others,161.25
2025-09-02,Sale,Others,569.2
2025-09-03,Expense,Others,125.41
2025-09-03,Sale,Others,509.49
2025-09-03,Sale,Others,535.9
2025-09-03,Sale,Others,515.2
2025-09-03,Sale,Others,487.26
2025-09-03,Sale,Others,469.26
2025-09-03,Sale,Others,378.91
2025-09-03,Sale,Others,501.39
2025-09-03,Sale,Others,496.35
2025-09-04,Sale,Others,109.72
2025-09-04,Expense,Taxes,391.05
2025-09-04,Sale,Others,385.77
2025-09-04,Sale,Others,439.36
2025-09-05,Sale,Others,470.34
2025-09-05,Sale,Others,428.08
2025-09-06,Sale,Others,356.79
2025-09-06,Sale,Others,404.0
2025-09-06,Sale,Others,54.11
2025-09-07,Sale,Others,387.03
2025-09-07,Sale,Others,51.05
2025-09-07,Sale,Others,426.32
2025-09-07,Sale,Others,472.68
2025-09-08,Sale,Others,386.89
2025-09-08,Sale,Others,213.72
2025-09-09,Sale,Others,461.16
2025-09-09,Sale,Others,380.94
2025-09-09,Sale,Others,161.4
2025-09-09,Sale,Others,221.12
2025-09-10,Sale,Others,216.88
2025-09-10,Sale,Others,159.36
2025-09-10,Sale,Others,254.3
2025-09-10,Expense,Rent,2815.9
2025-09-10,Sale,Others,418.56
2025-09-11,Sale,Others,328.32
2025-09-11,Sale,Others,201.4
2025-09-11,Sale,Others,280.1
2025-09-12,Sale,Others,53.28
2025-09-12,Sale,Others,171.78
2025-09-12,Sale,Others,224.8
2025-09-13,Sale,Others,391.93
2025-09-13,Sale,Others,537.5
2025-09-13,Sale,Others,257.9
2025-09-13,Sale,Others,55.84
2025-09-13,Sale,Others,377.72
2025-09-14,Sale,Others,110.36
2025-09-14,Expense,Insurance,231.03
2025-09-15,Sale,Others,475.74
2025-09-15,Sale,Others,101.56
2025-09-15,Sale,Others,285.8
2025-09-15,Sale,Others,494.73
2025-09-15,Sale,Others,320.52
2025-09-15,Sale,Others,411.36
2025-09-16,Sale,Others,502.7
2025-09-16,Sale,Others,493.83
2025-09-16,Sale,Others,375.76
2025-09-16,Sale,Others,153.87
2025-09-16,Sale,Others,221.68
2025-09-17,Sale,Others,275.8
2025-09-17,Expense,Taxes,176.7
2025-09-17,Sale,Others,103.34
2025-09-17,Sale,Others,451.44
2025-09-17,Sale,Others,54.26
2025-09-18,Sale,Others,260.15
2025-09-18,Sale,Others,304.8
2025-09-18,Sale,Others,55.32
2025-09-18,Expense,Marketing,905.89
2025-09-19,Sale,Others,285.75
2025-09-19,Sale,Others,408.96
2025-09-19,Sale,Others,153.9
2025-09-19,Sale,Others,57.17
2025-09-19,Sale,Others,488.34
2025-09-20,Sale,Others,395.64
2025-09-20,Sale,Others,154.11
2025-09-20,Sale,Others,110.88
2025-09-20,Sale,Others,167.01
2025-09-20,Sale,Others,571.9
2025-09-20,Sale,Others,166.32
2025-09-20,Sale,Others,113.78
2025-09-20,Sale,Others,56.12
2025-09-20,Sale,Others,262.7
2025-09-21,Sale,Others,419.68
2025-09-21,Sale,Others,50.43
2025-09-21,Expense,Maintenance,222.06
2025-09-22,Sale,Others,277.1
2025-09-22,Sale,Others,50.82
2025-09-22,Sale,Others,460.8
2025-09-22,Sale,Others,563.0
2025-09-22,Sale,Others,211.12
2025-09-22,Sale,Others,433.12
2025-09-22,Sale,Others,323.16
2025-09-23,Sale,Others,55.75
2025-09-23,Sale,Others,398.02
2025-09-23,Sale,Others,437.2
2025-09-23,Expense,Supplies,164.46
2025-09-23,Sale,Others,464.13
2025-09-23,Sale,Others,281.6
2025-09-23,Sale,Others,462.87
2025-09-23,Sale,Others,518.6
2025-09-24,Sale,Others,170.19
2025-09-24,Expense,Maintenance,258.29
2025-09-24,Sale,Others,303.54
2025-09-24,Sale,Others,548.2
2025-09-24,Sale,Others,378.35
2025-09-24,Sale,Others,451.26
2025-09-24,Sale,Others,357.07
2025-09-24,Sale,Others,458.32
2025-09-24,Sale,Others,484.29
2025-09-24,Sale,Others,507.7
2025-09-25,Sale,Others,325.02
2025-09-25,Sale,Others,152.19
2025-09-25,Sale,Others,107.12
2025-09-25,Sale,Others,320.94
2025-09-26,Sale,Others,169.8
2025-09-26,Sale,Others,110.54
2025-09-26,Sale,Others,111.1
2025-09-27,Sale,Others,286.7
2025-09-27,Sale,Others,353.36
2025-09-27,Sale,Others,108.94
2025-09-27,Sale,Others,213.72
2025-09-27,Sale,Others,154.02
2025-09-27,Sale,Others,306.12
2025-09-28,Sale,Others,210.84
2025-09-28,Sale,Others,283.8
2025-09-28,Expense,Salaries,4787.86
2025-09-28,Sale,Others,326.1
2025-09-28,Sale,Others,535.0
2025-09-28,Sale,Others,447.76
2025-09-28,Sale,Others,376.74
2025-09-29,Sale,Others,503.3
2025-09-29,Expense,Utilities,570.27
2025-09-29,Sale,Others,504.36
2025-09-29,Sale,Others,110.6
2025-09-30,Sale,Others,561.0
2025-09-30,Sale,Others,51.28
2025-09-30,Sale,Others,567.5
2025-09-30,Expense,Taxes,232.65
2025-09-30,Sale,Others,171.63
2025-09-30,Expense,Salaries,4502.06
2025-10-01,Sale,Others,317.22
2025-10-01,Sale,Others,163.41
2025-10-01,Sale,Others,505.17
2025-10-02,Sale,Others,50.79
2025-10-02,Sale,Others,539.5
2025-10-02,Sale,Others,170.94
2025-10-03,Sale,Others,50.88
2025-10-03,Sale,Others,364.42
2025-10-03,Sale,Others,163.41
2025-10-03,Sale,Others,495.54
2025-10-04,Sale,Others,563.2
2025-10-04,Expense,Supplies,565.59
2025-10-05,Sale,Others,377.23
2025-10-05,Sale,Others,358.61
2025-10-05,Sale,Others,171.9
2025-10-06,Sale,Others,267.2
2025-10-06,Sale,Others,101.12
2025-10-06,Sale,Others,421.04
2025-10-06,Sale,Others,488.79
2025-10-06,Sale,Others,52.23
2025-10-06,Sale,Others,393.68
2025-10-07,Sale,Others,485.64
2025-10-07,Sale,Others,407.2
2025-10-07,Sale,Others,558.3
2025-10-07,Sale,Others,219.4
2025-10-08,Sale,Others,114.6
2025-10-08,Sale,Others,51.81
2025-10-09,Sale,Others,109.58
2025-10-09,Sale,Others,265.35
2025-10-09,Sale,Others,390.18
2025-10-09,Sale,Others,476.46
2025-10-09,Sale,Others,54.59
2025-10-09,Sale,Others,532.6
2025-10-09,Expense,Utilities,340.69
2025-10-09,Sale,Others,261.85
2025-10-10,Expense,Salaries,5355.96
2025-10-10,Sale,Others,335.16
2025-10-10,Sale,Others,522.9
2025-10-10,Expense,Insurance,284.3
2025-10-10,Sale,Others,331.2
2025-10-10,Sale,Others,542.7
2025-10-11,Expense,Taxes,384.38
2025-10-11,Sale,Others,408.72
2025-10-11,Sale,Others,471.42
2025-10-11,Expense,Others,41.47
2025-10-11,Expense,Marketing,652.38
2025-10-11,Sale,Others,272.95
2025-10-11,Expense,Taxes,180.25
2025-10-12,Sale,Others,322.74
2025-10-12,Expense,Insurance,209.8
2025-10-12,Sale,Others,303.18
2025-10-12,Sale,Others,426.56
2025-10-13,Sale,Others,150.51
2025-10-13,Sale,Others,269.6
2025-10-13,Sale,Others,102.78
2025-10-13,Sale,Others,458.28
2025-10-14,Sale,Others,275.45
2025-10-14,Sale,Others,113.96
2025-10-14,Sale,Others,223.44
2025-10-14,Sale,Others,379.12
2025-10-15,Expense,Rent,2576.05
2025-10-15,Sale,Others,324.06
2025-10-15,Expense,Taxes,370.37
2025-10-15,Sale,Others,218.92
2025-10-15,Sale,Others,52.7
2025-10-15,Expense,Utilities,458.37
2025-10-16,Sale,Others,265.75
2025-10-16,Expense,Rent,2724.46
2025-10-16,Sale,Others,171.51
2025-10-16,Sale,Others,256.5
2025-10-17,Sale,Others,525.7
2025-10-17,Sale,Others,161.46
2025-10-17,Expense,Rent,2876.3
2025-10-17,Sale,Others,569.4
2025-10-18,Sale,Others,162.54
2025-10-18,Sale,Others,335.04
2025-10-19,Sale,Others,223.32
2025-10-19,Sale,Others,53.99
2025-10-19,Sale,Others,528.5
2025-10-19,Sale,Others,262.4
2025-10-19,Sale,Others,464.67
2025-10-19,Sale,Others,438.08
2025-10-20,Sale,Others,344.1
2025-10-20,Sale,Others,475.74
2025-10-20,Expense,Supplies,400.21
2025-10-20,Sale,Others,315.48
2025-10-20,Sale,Others,163.56
2025-10-20,Sale,Others,514.8
2025-10-20,Sale,Others,419.04
2025-10-20,Sale,Others,485.91
2025-10-20,Sale,Others,56.48
2025-10-21,Sale,Others,485.55
2025-10-21,Sale,Others,330.06
2025-10-21,Sale,Others,283.75
2025-10-22,Sale,Others,503.01
2025-10-22,Sale,Others,215.36
2025-10-22,Sale,Others,264.15
2025-10-22,Sale,Others,467.64
2025-10-22,Sale,Others,312.06
2025-10-23,Sale,Others,557.8
2025-10-23,Sale,Others,218.88
2025-10-23,Sale,Others,204.96
2025-10-23,Sale,Others,166.83
2025-10-23,Sale,Others,399.14
2025-10-23,Sale,Others,270.25
2025-10-24,Sale,Others,351.26
2025-10-24,Sale,Others,311.94
2025-10-25,Sale,Others,156.45
2025-10-25,Sale,Others,484.29
2025-10-25,Sale,Others,554.4
2025-10-25,Sale,Others,51.29
2025-10-25,Sale,Others,265.75
2025-10-25,Sale,Others,102.64
2025-10-25,Sale,Others,274.65
2025-10-25,Sale,Others,212.28
2025-10-26,Sale,Others,449.6
2025-10-26,Sale,Others,204.2
2025-10-26,Sale,Others,270.85
2025-10-26,Sale,Others,225.96
2025-10-26,Sale,Others,488.34
2025-10-26,Sale,Others,443.2
2025-10-26,Sale,Others,398.02
2025-10-27,Sale,Others,436.72
2025-10-27,Sale,Others,286.6
2025-10-27,Sale,Others,329.28
2025-10-27,Sale,Others,110.4
2025-10-27,Sale,Others,262.15
2025-10-28,Sale,Others,326.28
2025-10-28,Sale,Others,56.23
2025-10-28,Sale,Others,324.78
2025-10-28,Sale,Others,444.64
2025-10-28,Sale,Others,225.88
2025-10-28,Sale,Others,458.08
2025-10-29,Sale,Others,333.24
2025-10-29,Sale,Others,303.72
2025-10-29,Sale,Others,105.68
2025-10-29,Sale,Others,573.8
2025-10-29,Sale,Others,220.2
2025-10-29,Sale,Others,314.88
2025-10-29,Expense,Salaries,4789.98
2025-10-29,Sale,Others,341.64
2025-10-30,Sale,Others,163.68
2025-10-30,Expense,Utilities,572.39
2025-10-30,Sale,Others,158.7
2025-10-31,Sale,Others,277.7
2025-10-31,Sale,Others,169.05
2025-10-31,Sale,Others,571.8
2025-10-31,Sale,Others,335.4
2025-10-31,Sale,Others,432.24
2025-10-31,Sale,Others,53.74
2025-11-01,Sale,Others,456.75
2025-11-01,Sale,Others,266.55
2025-11-01,Sale,Others,503.9
2025-11-02,Sale,Others,315.54
2025-11-02,Sale,Others,56.96
2025-11-02,Expense,Rent,2729.04
2025-11-02,Sale,Others,168.93
2025-11-02,Sale,Others,106.78
2025-11-02,Sale,Others,102.36
2025-11-02,Sale,Others,492.21
2025-11-02,Expense,Marketing,663.93
2025-11-02,Sale,Others,108.76
2025-11-02,Sale,Others,491.04
2025-11-03,Sale,Others,368.27
2025-11-03,Sale,Others,560.3
2025-11-03,Sale,Others,105.24
2025-11-03,Expense,Supplies,523.16
2025-11-04,Expense,Insurance,200.32
2025-11-04,Sale,Others,485.82
2025-11-04,Sale,Others,55.96
2025-11-04,Sale,Others,389.06
2025-11-05,Sale,Others,419.84
2025-11-05,Sale,Others,499.23
2025-11-05,Sale,Others,52.15
2025-11-05,Expense,Marketing,531.43
2025-11-05,Sale,Others,51.97
2025-11-06,Sale,Others,228.44
2025-11-06,Sale,Others,485.82
2025-11-06,Sale,Others,267.25
2025-11-06,Sale,Others,458.24
2025-11-06,Sale,Others,104.16
2025-11-06,Sale,Others,455.04
2025-11-07,Sale,Others,220.16
2025-11-07,Sale,Others,221.72
2025-11-07,Expense,Supplies,728.5
2025-11-08,Sale,Others,389.48
