Date,Type,Category,Product,COGS_Unit,Quantity,Sale_Price,Total_Revenue,Total_Profit
2024-05-25,Expenses,Marketing,Social Media Boost,0.0,1,0.0,0.0,-785.6407619193683
2024-05-25,Sales,Produce,Potatoes (1kg),25.0,1,40.0,40.0,15.0
2024-05-25,Sales,Dairy,Probiotic Drink (5pk),60.0,1,85.0,85.0,25.0
2024-05-25,Sales,Dairy,Curd/Dahi (500g),35.0,1,55.0,55.0,20.0
2024-05-25,Sales,Others,Marie Biscuit (Pack),25.0,2,40.0,80.0,30.0
2024-05-25,Sales,Meat,Eggs - Brown (dz),90.0,1,125.0,125.0,35.0
2024-05-25,Sales,Bakery,Cream Roll (Piece),10.0,5,20.0,100.0,50.0
2024-05-25,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,3,70.0,210.0,75.0
2024-05-25,Sales,Dairy,Mozzarella Cheese (200g),115.0,2,190.0,380.0,150.0
2024-05-25,Sales,Meat,Pomfret Fish (Piece),250.0,5,450.0,2250.0,1000.0
2024-05-25,Sales,Produce,Alphonso Mangoes (1kg),350.0,5,500.0,2500.0,750.0
2024-05-25,Sales,Dairy,Tonned Milk (1L),54.0,5,66.0,330.0,60.0
2024-05-25,Sales,Meat,Eggs - Brown (dz),90.0,5,125.0,625.0,175.0
2024-05-25,Sales,Bakery,Brown Bread (Large),45.0,4,60.0,240.0,60.0
2024-05-25,Sales,Meat,Mutton/Lamb (1kg),750.0,3,950.0,2850.0,600.0
2024-05-25,Sales,Dairy,Full Cream Milk (1L),62.0,3,72.0,216.0,30.0
2024-05-25,Sales,Dairy,Condensed Milk (400g),125.0,5,160.0,800.0,175.0
2024-05-25,Sales,Bakery,Milk Bread (Large),35.0,1,45.0,45.0,10.0
2024-05-25,Sales,Dairy,Condensed Milk (400g),125.0,2,160.0,320.0,70.0
2024-05-25,Sales,Meat,Bacon Strips (200g),250.0,4,420.0,1680.0,680.0
2024-05-25,Sales,Produce,Coriander Leaves (Bunch),5.0,1,10.0,10.0,5.0
2024-05-25,Sales,Bakery,Rusk / Toast (250g),40.0,1,65.0,65.0,25.0
2024-05-25,Sales,Bakery,Paneer Puff (Piece),18.0,2,35.0,70.0,34.0
2024-05-25,Sales,Produce,Pomegranate (1kg),140.0,1,200.0,200.0,60.0
2024-05-25,Sales,Others,Moong Dal (1kg),110.0,2,150.0,300.0,80.0
2024-05-25,Sales,Meat,Bacon Strips (200g),250.0,3,420.0,1260.0,510.0
2024-05-25,Sales,Dairy,Tonned Milk (1L),54.0,5,66.0,330.0,60.0
2024-05-25,Sales,Produce,Desi Tomatoes (1kg),30.0,4,50.0,200.0,80.0
2024-05-25,Sales,Produce,Lemon (4 units),10.0,5,20.0,100.0,50.0
2024-05-25,Sales,Produce,Potatoes (1kg),25.0,5,40.0,200.0,75.0
2024-05-25,Sales,Meat,Chicken Sausages (250g),110.0,2,180.0,360.0,140.0
2024-05-25,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,5,450.0,2250.0,750.0
2024-05-26,Sales,Meat,Tiger Shrimp (500g),400.0,5,650.0,3250.0,1250.0
2024-05-26,Sales,Bakery,Veg Patty (Piece),15.0,4,30.0,120.0,60.0
2024-05-26,Sales,Dairy,Skimmed Milk Powder (500g),220.0,4,310.0,1240.0,360.0
2024-05-26,Sales,Dairy,Mozzarella Cheese (200g),115.0,4,190.0,760.0,300.0
2024-05-26,Sales,Meat,Bacon Strips (200g),250.0,1,420.0,420.0,170.0
2024-05-26,Sales,Produce,Green Peas (500g),40.0,5,70.0,350.0,150.0
2024-05-26,Sales,Others,Sunflower Oil (1L),115.0,1,155.0,155.0,40.0
2024-05-26,Sales,Others,Maggi Noodles (Pack of 12),140.0,4,168.0,672.0,112.0
2024-05-26,Sales,Produce,Green Peas (500g),40.0,2,70.0,140.0,60.0
2024-05-26,Sales,Meat,Eggs - Brown (dz),90.0,5,125.0,625.0,175.0
2024-05-26,Sales,Others,Marie Biscuit (Pack),25.0,2,40.0,80.0,30.0
2024-05-26,Sales,Bakery,Garlic Toast (Pack),50.0,2,90.0,180.0,80.0
2024-05-26,Sales,Meat,Chicken Sausages (250g),110.0,3,180.0,540.0,210.0
2024-05-26,Sales,Produce,Bananas (12 units),40.0,5,60.0,300.0,100.0
2024-05-26,Sales,Bakery,Garlic Toast (Pack),50.0,2,90.0,180.0,80.0
2024-05-26,Sales,Produce,Pomegranate (1kg),140.0,2,200.0,400.0,120.0
2024-05-26,Expenses,Supplies,Packaging Materials,0.0,1,0.0,0.0,-103.7933317876512
2024-05-26,Sales,Others,Basmati Rice (5kg),450.0,3,750.0,2250.0,900.0
2024-05-26,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-164.96687765057496
2024-05-26,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-190.35503524304582
2024-05-26,Sales,Meat,Chicken Keema (500g),150.0,2,240.0,480.0,180.0
2024-05-26,Expenses,Marketing,SMS Campaign,0.0,1,0.0,0.0,-990.0199591183468
2024-05-26,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-267.81786213123144
2024-05-26,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-264.87985253542115
2024-05-26,Sales,Produce,Pomegranate (1kg),140.0,3,200.0,600.0,180.0
2024-05-26,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-116.79041326948507
2024-05-26,Expenses,Utilities,Water Cans,0.0,1,0.0,0.0,-551.8365482679526
2024-05-26,Expenses,Utilities,Generator Fuel,0.0,1,0.0,0.0,-208.70997357588942
2024-05-26,Expenses,Utilities,Internet Data Top-up,0.0,1,0.0,0.0,-532.7248586621906
2024-05-26,Expenses,Utilities,Gas Cylinder,0.0,1,0.0,0.0,-349.1197286750986
2024-05-26,Sales,Others,Turmeric Powder (200g),45.0,4,75.0,300.0,120.0
2024-05-26,Sales,Bakery,Multigrain Bread (400g),55.0,5,75.0,375.0,100.0
2024-05-26,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-116.76454947659086
2024-05-26,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,3,70.0,210.0,75.0
2024-05-26,Sales,Bakery,Brown Bread (Large),45.0,5,60.0,300.0,75.0
2024-05-26,Sales,Meat,Eggs - Brown (dz),90.0,1,125.0,125.0,35.0
2024-05-26,Sales,Meat,Katla Fish (1kg),190.0,5,280.0,1400.0,450.0
2024-05-26,Sales,Dairy,Tonned Milk (1L),54.0,3,66.0,198.0,36.0
2024-05-26,Sales,Bakery,Brown Bread (Large),45.0,1,60.0,60.0,15.0
2024-05-26,Sales,Bakery,Garlic Toast (Pack),50.0,1,90.0,90.0,40.0
2024-05-26,Sales,Bakery,Veg Patty (Piece),15.0,4,30.0,120.0,60.0
2024-05-26,Sales,Meat,Chicken Curry Cut (1kg),180.0,1,260.0,260.0,80.0
2024-05-26,Sales,Dairy,Skimmed Milk Powder (500g),220.0,1,310.0,310.0,90.0
2024-05-26,Sales,Others,Sugar (1kg),42.0,1,55.0,55.0,13.0
2024-05-26,Sales,Meat,Mutton/Lamb (1kg),750.0,4,950.0,3800.0,800.0
2024-05-26,Sales,Meat,Eggs - White (dz),70.0,3,90.0,270.0,60.0
2024-05-26,Sales,Others,Ashirvaad Atta (5kg),245.0,3,295.0,885.0,150.0
2024-05-26,Sales,Dairy,Mozzarella Cheese (200g),115.0,5,190.0,950.0,375.0
2024-05-26,Sales,Others,Instant Coffee (50g),120.0,5,195.0,975.0,375.0
2024-05-26,Sales,Others,Instant Coffee (50g),120.0,5,195.0,975.0,375.0
2024-05-26,Sales,Bakery,Veg Patty (Piece),15.0,3,30.0,90.0,45.0
2024-05-26,Sales,Produce,Coriander Leaves (Bunch),5.0,3,10.0,30.0,15.0
2024-05-26,Sales,Others,Basmati Rice (5kg),450.0,1,750.0,750.0,300.0
2024-05-26,Sales,Dairy,Curd/Dahi (500g),35.0,3,55.0,165.0,60.0
2024-05-26,Sales,Produce,Spinach/Palak (Bunch),15.0,4,25.0,100.0,40.0
2024-05-26,Sales,Dairy,Condensed Milk (400g),125.0,3,160.0,480.0,105.0
2024-05-26,Sales,Meat,Katla Fish (1kg),190.0,4,280.0,1120.0,360.0
2024-05-26,Sales,Produce,Bananas (12 units),40.0,1,60.0,60.0,20.0
2024-05-26,Sales,Dairy,Flavoured Milk (200ml),25.0,4,40.0,160.0,60.0
2024-05-26,Sales,Others,Moong Dal (1kg),110.0,5,150.0,750.0,200.0
2024-05-26,Sales,Meat,Pomfret Fish (Piece),250.0,5,450.0,2250.0,1000.0
2024-05-26,Sales,Produce,Potatoes (1kg),25.0,5,40.0,200.0,75.0
2024-05-26,Sales,Meat,Bacon Strips (200g),250.0,2,420.0,840.0,340.0
2024-05-26,Sales,Meat,Bacon Strips (200g),250.0,5,420.0,2100.0,850.0
2024-05-26,Sales,Meat,Bacon Strips (200g),250.0,3,420.0,1260.0,510.0
2024-05-26,Sales,Meat,Chicken Drumsticks (500g),140.0,1,220.0,220.0,80.0
2024-05-26,Sales,Dairy,Amul Butter (500g),240.0,3,285.0,855.0,135.0
2024-05-26,Sales,Bakery,Pav Bun (6pk),25.0,1,40.0,40.0,15.0
2024-05-26,Sales,Meat,Buff Meat (1kg),280.0,4,400.0,1600.0,480.0
2024-05-27,Sales,Meat,Katla Fish (1kg),190.0,1,280.0,280.0,90.0
2024-05-27,Sales,Bakery,Butter Cookies (200g),60.0,2,100.0,200.0,80.0
2024-05-27,Sales,Bakery,Pav Bun (6pk),25.0,1,40.0,40.0,15.0
2024-05-27,Sales,Dairy,Cheese Slices (10pk),130.0,1,175.0,175.0,45.0
2024-05-27,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,2,450.0,900.0,300.0
2024-05-27,Expenses,Maintenance,Equipment Service,0.0,1,0.0,0.0,-760.8456211259734
2024-05-27,Sales,Meat,Katla Fish (1kg),190.0,5,280.0,1400.0,450.0
2024-05-27,Sales,Produce,Ginger (100g),15.0,4,30.0,120.0,60.0
2024-05-27,Sales,Bakery,Fruit Bun (2pk),20.0,5,35.0,175.0,75.0
2024-05-27,Sales,Dairy,Fresh Cream (250ml),55.0,3,75.0,225.0,60.0
2024-05-27,Sales,Produce,Ginger (100g),15.0,4,30.0,120.0,60.0
2024-05-27,Sales,Dairy,Ghee (1L),550.0,4,680.0,2720.0,520.0
2024-05-27,Sales,Produce,Green Peas (500g),40.0,3,70.0,210.0,90.0
2024-05-27,Sales,Others,Tea Leaves (500g),180.0,2,290.0,580.0,220.0
2024-05-27,Sales,Dairy,Flavoured Milk (200ml),25.0,5,40.0,200.0,75.0
2024-05-27,Sales,Others,Salt (1kg),20.0,2,28.0,56.0,16.0
2024-05-27,Sales,Bakery,Multigrain Bread (400g),55.0,5,75.0,375.0,100.0
2024-05-27,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,1,450.0,450.0,150.0
2024-05-27,Sales,Produce,Bananas (12 units),40.0,1,60.0,60.0,20.0
2024-05-27,Expenses,Utilities,Internet Data Top-up,0.0,1,0.0,0.0,-375.286514804267
2024-05-27,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-81.06876371012213
2024-05-27,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-167.60532830688288
2024-05-27,Expenses,Marketing,Display Signs,0.0,1,0.0,0.0,-906.1836842798231
2024-05-27,Expenses,Supplies,Packaging Materials,0.0,1,0.0,0.0,-376.5043606450816
2024-05-27,Expenses,Others,Loading/Unloading,0.0,1,0.0,0.0,-260.3702359436636
2024-05-27,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-52.052439522480576
2024-05-27,Expenses,Marketing,Display Signs,0.0,1,0.0,0.0,-862.0747828623571
2024-05-27,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-653.4517103421601
2024-05-27,Expenses,Utilities,Internet Data Top-up,0.0,1,0.0,0.0,-514.8459284883306
2024-05-27,Sales,Produce,Pomegranate (1kg),140.0,3,200.0,600.0,180.0
2024-05-27,Sales,Others,Dishwash Liquid (500ml),85.0,2,130.0,260.0,90.0
2024-05-27,Sales,Bakery,Fruit Cake Slices (Pack),30.0,2,50.0,100.0,40.0
2024-05-27,Sales,Dairy,Cheese Slices (10pk),130.0,1,175.0,175.0,45.0
2024-05-27,Sales,Meat,Pork Sausages (500g),280.0,3,450.0,1350.0,510.0
2024-05-27,Sales,Dairy,Skimmed Milk Powder (500g),220.0,5,310.0,1550.0,450.0
2024-05-27,Sales,Others,Garam Masala (100g),50.0,5,90.0,450.0,200.0
2024-05-27,Sales,Produce,Green Peas (500g),40.0,4,70.0,280.0,120.0
2024-05-27,Sales,Meat,Eggs - Brown (dz),90.0,5,125.0,625.0,175.0
2024-05-27,Sales,Meat,Tiger Shrimp (500g),400.0,4,650.0,2600.0,1000.0
2024-05-27,Sales,Produce,Pomegranate (1kg),140.0,5,200.0,1000.0,300.0
2024-05-27,Sales,Others,Ashirvaad Atta (5kg),245.0,4,295.0,1180.0,200.0
2024-05-27,Sales,Produce,Red Onions (1kg),35.0,1,50.0,50.0,15.0
2024-05-27,Sales,Produce,Green Peas (500g),40.0,2,70.0,140.0,60.0
2024-05-27,Sales,Others,Garam Masala (100g),50.0,1,90.0,90.0,40.0
2024-05-27,Sales,Others,Ashirvaad Atta (5kg),245.0,5,295.0,1475.0,250.0
2024-05-27,Sales,Others,Sunflower Oil (1L),115.0,5,155.0,775.0,200.0
2024-05-27,Sales,Dairy,Flavoured Milk (200ml),25.0,5,40.0,200.0,75.0
2024-05-27,Sales,Bakery,Fruit Cake Slices (Pack),30.0,2,50.0,100.0,40.0
2024-05-27,Sales,Bakery,Garlic Toast (Pack),50.0,5,90.0,450.0,200.0
2024-05-27,Sales,Produce,Alphonso Mangoes (1kg),350.0,3,500.0,1500.0,450.0
2024-05-27,Sales,Dairy,Curd/Dahi (500g),35.0,3,55.0,165.0,60.0
2024-05-27,Sales,Others,Basmati Rice (5kg),450.0,1,750.0,750.0,300.0
2024-05-27,Sales,Meat,Bacon Strips (200g),250.0,5,420.0,2100.0,850.0
2024-05-27,Sales,Bakery,Butter Cookies (200g),60.0,5,100.0,500.0,200.0
2024-05-27,Sales,Produce,Pomegranate (1kg),140.0,2,200.0,400.0,120.0
2024-05-27,Sales,Dairy,Probiotic Drink (5pk),60.0,2,85.0,170.0,50.0
2024-05-27,Sales,Dairy,Fresh Cream (250ml),55.0,4,75.0,300.0,80.0
2024-05-27,Sales,Others,Toor Dal (1kg),140.0,2,185.0,370.0,90.0
2024-05-27,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,5,450.0,2250.0,750.0
2024-05-27,Sales,Meat,Pomfret Fish (Piece),250.0,1,450.0,450.0,200.0
2024-05-27,Sales,Meat,Pomfret Fish (Piece),250.0,1,450.0,450.0,200.0
2024-05-27,Sales,Dairy,Paneer (200g),75.0,4,110.0,440.0,140.0
2024-05-27,Sales,Produce,Green Chillies (100g),10.0,3,20.0,60.0,30.0
2024-05-27,Sales,Produce,Lemon (4 units),10.0,4,20.0,80.0,40.0
2024-05-28,Sales,Others,Moong Dal (1kg),110.0,4,150.0,600.0,160.0
2024-05-28,Sales,Bakery,Cream Roll (Piece),10.0,1,20.0,20.0,10.0
2024-05-28,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,5,450.0,2250.0,750.0
2024-05-28,Sales,Dairy,Probiotic Drink (5pk),60.0,1,85.0,85.0,25.0
2024-05-28,Sales,Others,Turmeric Powder (200g),45.0,5,75.0,375.0,150.0
2024-05-28,Sales,Produce,Green Peas (500g),40.0,4,70.0,280.0,120.0
2024-05-28,Sales,Dairy,Mozzarella Cheese (200g),115.0,5,190.0,950.0,375.0
2024-05-28,Sales,Dairy,Condensed Milk (400g),125.0,1,160.0,160.0,35.0
2024-05-28,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,2,450.0,900.0,300.0
2024-05-28,Expenses,Maintenance,Waste Disposal,0.0,1,0.0,0.0,-412.4000765378857
2024-05-28,Sales,Others,Marie Biscuit (Pack),25.0,2,40.0,80.0,30.0
2024-05-28,Expenses,Supplies,Cleaning Agents,0.0,1,0.0,0.0,-233.43214973224087
2024-05-28,Expenses,Others,Transport/Logistics,0.0,1,0.0,0.0,-220.22092977327588
2024-05-28,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-443.17171956233807
2024-05-28,Expenses,Utilities,Generator Fuel,0.0,1,0.0,0.0,-321.49345659008134
2024-05-28,Expenses,Utilities,Gas Cylinder,0.0,1,0.0,0.0,-470.47946144512736
2024-05-28,Expenses,Maintenance,Equipment Service,0.0,1,0.0,0.0,-280.27910724267474
2024-05-28,Sales,Others,Maggi Noodles (Pack of 12),140.0,4,168.0,672.0,112.0
2024-05-28,Sales,Meat,Eggs - White (dz),70.0,4,90.0,360.0,80.0
2024-05-28,Sales,Dairy,Buttermilk/Chaas (500ml),15.0,5,25.0,125.0,50.0
2024-05-28,Sales,Meat,Katla Fish (1kg),190.0,2,280.0,560.0,180.0
2024-05-28,Sales,Produce,Red Onions (1kg),35.0,1,50.0,50.0,15.0
2024-05-28,Sales,Bakery,Milk Bread (Large),35.0,4,45.0,180.0,40.0
2024-05-28,Sales,Others,Tea Leaves (500g),180.0,5,290.0,1450.0,550.0
2024-05-28,Sales,Dairy,Mozzarella Cheese (200g),115.0,3,190.0,570.0,225.0
2024-05-28,Sales,Others,Dishwash Liquid (500ml),85.0,4,130.0,520.0,180.0
2024-05-28,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,2,70.0,140.0,50.0
2024-05-28,Sales,Bakery,Veg Patty (Piece),15.0,4,30.0,120.0,60.0
2024-05-28,Sales,Produce,Potatoes (1kg),25.0,3,40.0,120.0,45.0
2024-05-28,Sales,Others,Turmeric Powder (200g),45.0,1,75.0,75.0,30.0
2024-05-28,Sales,Bakery,Garlic Toast (Pack),50.0,5,90.0,450.0,200.0
2024-05-28,Sales,Bakery,Fruit Bun (2pk),20.0,3,35.0,105.0,45.0
2024-05-28,Sales,Meat,Pork Sausages (500g),280.0,4,450.0,1800.0,680.0
2024-05-28,Sales,Dairy,Skimmed Milk Powder (500g),220.0,5,310.0,1550.0,450.0
2024-05-28,Sales,Dairy,Flavoured Milk (200ml),25.0,3,40.0,120.0,45.0
2024-05-28,Sales,Bakery,Multigrain Bread (400g),55.0,4,75.0,300.0,80.0
2024-05-28,Sales,Dairy,Skimmed Milk Powder (500g),220.0,1,310.0,310.0,90.0
2024-05-28,Sales,Bakery,Chocolate Cake (500g),350.0,4,550.0,2200.0,800.0
2024-05-28,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,2,70.0,140.0,50.0
2024-05-28,Sales,Bakery,Garlic Toast (Pack),50.0,5,90.0,450.0,200.0
2024-05-28,Sales,Dairy,Flavoured Milk (200ml),25.0,1,40.0,40.0,15.0
2024-05-29,Sales,Dairy,Skimmed Milk Powder (500g),220.0,4,310.0,1240.0,360.0
2024-05-29,Sales,Meat,Mutton/Lamb (1kg),750.0,4,950.0,3800.0,800.0
2024-05-29,Sales,Meat,Rohu Fish (1kg),160.0,2,240.0,480.0,160.0
2024-05-29,Sales,Meat,Chicken Keema (500g),150.0,2,240.0,480.0,180.0
2024-05-29,Sales,Others,Marie Biscuit (Pack),25.0,5,40.0,200.0,75.0
2024-05-29,Sales,Dairy,Flavoured Milk (200ml),25.0,4,40.0,160.0,60.0
2024-05-29,Sales,Dairy,Mozzarella Cheese (200g),115.0,1,190.0,190.0,75.0
2024-05-29,Sales,Dairy,Full Cream Milk (1L),62.0,3,72.0,216.0,30.0
2024-05-29,Sales,Meat,Eggs - Brown (dz),90.0,5,125.0,625.0,175.0
2024-05-29,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-333.0478932950702
2024-05-29,Sales,Produce,Desi Tomatoes (1kg),30.0,3,50.0,150.0,60.0
2024-05-29,Expenses,Maintenance,Waste Disposal,0.0,1,0.0,0.0,-643.3329300309326
2024-05-29,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-101.10506658350621
2024-05-29,Expenses,Marketing,Social Media Boost,0.0,1,0.0,0.0,-464.4551402750312
2024-05-29,Expenses,Supplies,Store Consumables,0.0,1,0.0,0.0,-256.4679221636294
2024-05-29,Expenses,Marketing,Local Pamphlets,0.0,1,0.0,0.0,-596.6246912141394
2024-05-29,Expenses,Marketing,SMS Campaign,0.0,1,0.0,0.0,-811.2141821112407
2024-05-29,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,5,450.0,2250.0,750.0
2024-05-29,Sales,Dairy,Amul Butter (500g),240.0,3,285.0,855.0,135.0
2024-05-29,Sales,Dairy,Curd/Dahi (500g),35.0,1,55.0,55.0,20.0
2024-05-29,Sales,Produce,Green Peas (500g),40.0,2,70.0,140.0,60.0
2024-05-29,Sales,Dairy,Paneer (200g),75.0,4,110.0,440.0,140.0
2024-05-29,Sales,Bakery,Garlic Toast (Pack),50.0,3,90.0,270.0,120.0
2024-05-29,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,1,70.0,70.0,25.0
2024-05-29,Sales,Bakery,Multigrain Bread (400g),55.0,1,75.0,75.0,20.0
2024-05-29,Sales,Others,Basmati Rice (5kg),450.0,1,750.0,750.0,300.0
2024-05-29,Sales,Meat,Pork Sausages (500g),280.0,3,450.0,1350.0,510.0
2024-05-29,Sales,Meat,Chicken Curry Cut (1kg),180.0,3,260.0,780.0,240.0
2024-05-29,Sales,Bakery,Multigrain Bread (400g),55.0,5,75.0,375.0,100.0
2024-05-29,Sales,Meat,Pomfret Fish (Piece),250.0,4,450.0,1800.0,800.0
2024-05-29,Sales,Dairy,Buttermilk/Chaas (500ml),15.0,3,25.0,75.0,30.0
2024-05-29,Sales,Meat,Bacon Strips (200g),250.0,2,420.0,840.0,340.0
2024-05-29,Sales,Others,Garam Masala (100g),50.0,2,90.0,180.0,80.0
2024-05-29,Sales,Produce,Desi Tomatoes (1kg),30.0,1,50.0,50.0,20.0
2024-05-29,Sales,Others,Red Chilli Powder (200g),60.0,2,95.0,190.0,70.0
2024-05-29,Sales,Others,Sunflower Oil (1L),115.0,1,155.0,155.0,40.0
2024-05-29,Sales,Produce,Bananas (12 units),40.0,5,60.0,300.0,100.0
2024-05-29,Sales,Meat,Chicken Sausages (250g),110.0,4,180.0,720.0,280.0
2024-05-29,Sales,Bakery,Fruit Cake Slices (Pack),30.0,2,50.0,100.0,40.0
2024-05-29,Sales,Bakery,Paneer Puff (Piece),18.0,1,35.0,35.0,17.0
2024-05-30,Sales,Produce,Red Onions (1kg),35.0,5,50.0,250.0,75.0
2024-05-30,Sales,Produce,Lemon (4 units),10.0,5,20.0,100.0,50.0
2024-05-30,Sales,Others,Maggi Noodles (Pack of 12),140.0,3,168.0,504.0,84.0
2024-05-30,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,1,450.0,450.0,150.0
2024-05-30,Sales,Dairy,Greek Yogurt - Plain (200g),45.0,1,70.0,70.0,25.0
2024-05-30,Sales,Others,Instant Coffee (50g),120.0,1,195.0,195.0,75.0
2024-05-30,Sales,Meat,Chicken Curry Cut (1kg),180.0,3,260.0,780.0,240.0
2024-05-30,Sales,Others,Maggi Noodles (Pack of 12),140.0,1,168.0,168.0,28.0
2024-05-30,Sales,Bakery,Brown Bread (Large),45.0,5,60.0,300.0,75.0
2024-05-30,Sales,Bakery,Milk Bread (Large),35.0,2,45.0,90.0,20.0
2024-05-30,Sales,Produce,Papaya (1kg),40.0,1,70.0,70.0,30.0
2024-05-30,Sales,Produce,Potatoes (1kg),25.0,2,40.0,80.0,30.0
2024-05-30,Sales,Produce,Green Chillies (100g),10.0,2,20.0,40.0,20.0
2024-05-30,Sales,Produce,Red Onions (1kg),35.0,5,50.0,250.0,75.0
2024-05-30,Sales,Others,Dishwash Liquid (500ml),85.0,3,130.0,390.0,135.0
2024-05-30,Sales,Dairy,Amul Butter (500g),240.0,5,285.0,1425.0,225.0
2024-05-30,Expenses,Supplies,Cleaning Agents,0.0,1,0.0,0.0,-410.9981881979358
2024-05-30,Sales,Meat,Mutton/Lamb (1kg),750.0,1,950.0,950.0,200.0
2024-05-30,Sales,Dairy,Condensed Milk (400g),125.0,2,160.0,320.0,70.0
2024-05-30,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-243.78809035447009
2024-05-30,Expenses,Utilities,Generator Fuel,0.0,1,0.0,0.0,-591.1884196949363
2024-05-30,Expenses,Utilities,Gas Cylinder,0.0,1,0.0,0.0,-559.5647324756991
2024-05-30,Expenses,Supplies,Office Stationary,0.0,1,0.0,0.0,-333.7940899759446
2024-05-30,Expenses,Maintenance,Waste Disposal,0.0,1,0.0,0.0,-732.3376245298134
2024-05-30,Sales,Produce,Lady Finger (500g),25.0,5,45.0,225.0,100.0
2024-05-30,Expenses,Others,Staff Tea/Snacks,0.0,1,0.0,0.0,-223.1953767471806
2024-05-30,Expenses,Utilities,Gas Cylinder,0.0,1,0.0,0.0,-157.5587877478034
2024-05-30,Expenses,Supplies,Packaging Materials,0.0,1,0.0,0.0,-419.81357988655066
2024-05-30,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-519.2237865307807
2024-05-30,Expenses,Maintenance,Daily Cleaning,0.0,1,0.0,0.0,-735.8675992691553
2024-05-30,Sales,Meat,Bacon Strips (200g),250.0,4,420.0,1680.0,680.0
2024-05-30,Sales,Meat,Tiger Shrimp (500g),400.0,2,650.0,1300.0,500.0
2024-05-30,Expenses,Utilities,Internet Data Top-up,0.0,1,0.0,0.0,-334.32114702949707
2024-05-30,Sales,Others,Toor Dal (1kg),140.0,4,185.0,740.0,180.0
2024-05-30,Sales,Meat,Chicken Drumsticks (500g),140.0,2,220.0,440.0,160.0
2024-05-30,Sales,Produce,Desi Tomatoes (1kg),30.0,2,50.0,100.0,40.0
2024-05-30,Sales,Meat,Chicken Sausages (250g),110.0,4,180.0,720.0,280.0
2024-05-30,Sales,Meat,Eggs - Brown (dz),90.0,5,125.0,625.0,175.0
2024-05-30,Sales,Dairy,Full Cream Milk (1L),62.0,3,72.0,216.0,30.0
2024-05-30,Sales,Others,Garam Masala (100g),50.0,1,90.0,90.0,40.0
2024-05-30,Sales,Bakery,Butter Cookies (200g),60.0,1,100.0,100.0,40.0
2024-05-30,Sales,Others,Toor Dal (1kg),140.0,5,185.0,925.0,225.0
2024-05-30,Sales,Meat,Katla Fish (1kg),190.0,3,280.0,840.0,270.0
2024-05-30,Sales,Dairy,Buttermilk/Chaas (500ml),15.0,4,25.0,100.0,40.0
2024-05-30,Sales,Produce,Coriander Leaves (Bunch),5.0,2,10.0,20.0,10.0
2024-05-30,Sales,Bakery,Fruit Cake Slices (Pack),30.0,4,50.0,200.0,80.0
2024-05-30,Sales,Others,Tea Leaves (500g),180.0,5,290.0,1450.0,550.0
2024-05-30,Sales,Meat,Katla Fish (1kg),190.0,3,280.0,840.0,270.0
2024-05-30,Sales,Bakery,Eggless Vanilla Cake (500g),300.0,4,450.0,1800.0,600.0
2024-05-30,Sales,Dairy,Condensed Milk (400g),125.0,4,160.0,640.0,140.0
2024-05-30,Sales,Meat,Pomfret Fish (Piece),250.0,3,450.0,1350.0,600.0
2024-05-30,Sales,Bakery,Pav Bun (6pk),25.0,5,40.0,200.0,75.0
2024-05-30,Sales,Others,Dishwash Liquid (500ml),85.0,4,130.0,520.0,180.0
2024-05-30,Sales,Meat,Pomfret Fish (Piece),250.0,2,450.0,900.0,400.0
2024-05-30,Sales,Dairy,Skimmed Milk Powder (500g),220.0,3,310.0,930.0,270.0
2024-05-30,Sales,Produce,Green Peas (500g),40.0,4,70.0,280.0,120.0
2024-05-30,Sales,Dairy,Paneer (200g),75.0,4,110.0,440.0,140.0
